record_id,source_row_number,dataset_version_id,source_record_identity,outer_fold,outer_role,inner_fold,split_seed,stratification_target
student-mat:dataset-version:1:source-row:232,232,1,student-mat:dataset-version:1:source-row:232,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:234,234,1,student-mat:dataset-version:1:source-row:234,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:235,235,1,student-mat:dataset-version:1:source-row:235,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:237,237,1,student-mat:dataset-version:1:source-row:237,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:238,238,1,student-mat:dataset-version:1:source-row:238,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:241,241,1,student-mat:dataset-version:1:source-row:241,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:244,244,1,student-mat:dataset-version:1:source-row:244,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:246,246,1,student-mat:dataset-version:1:source-row:246,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:249,249,1,student-mat:dataset-version:1:source-row:249,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:250,250,1,student-mat:dataset-version:1:source-row:250,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:251,251,1,student-mat:dataset-version:1:source-row:251,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:253,253,1,student-mat:dataset-version:1:source-row:253,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:254,254,1,student-mat:dataset-version:1:source-row:254,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:256,256,1,student-mat:dataset-version:1:source-row:256,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:257,257,1,student-mat:dataset-version:1:source-row:257,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:258,258,1,student-mat:dataset-version:1:source-row:258,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:260,260,1,student-mat:dataset-version:1:source-row:260,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:261,261,1,student-mat:dataset-version:1:source-row:261,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:263,263,1,student-mat:dataset-version:1:source-row:263,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:265,265,1,student-mat:dataset-version:1:source-row:265,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:267,267,1,student-mat:dataset-version:1:source-row:267,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:271,271,1,student-mat:dataset-version:1:source-row:271,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:273,273,1,student-mat:dataset-version:1:source-row:273,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:274,274,1,student-mat:dataset-version:1:source-row:274,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:276,276,1,student-mat:dataset-version:1:source-row:276,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:278,278,1,student-mat:dataset-version:1:source-row:278,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:280,280,1,student-mat:dataset-version:1:source-row:280,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:281,281,1,student-mat:dataset-version:1:source-row:281,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:283,283,1,student-mat:dataset-version:1:source-row:283,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:284,284,1,student-mat:dataset-version:1:source-row:284,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:286,286,1,student-mat:dataset-version:1:source-row:286,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:287,287,1,student-mat:dataset-version:1:source-row:287,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:288,288,1,student-mat:dataset-version:1:source-row:288,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:290,290,1,student-mat:dataset-version:1:source-row:290,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:291,291,1,student-mat:dataset-version:1:source-row:291,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:293,293,1,student-mat:dataset-version:1:source-row:293,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:296,296,1,student-mat:dataset-version:1:source-row:296,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:298,298,1,student-mat:dataset-version:1:source-row:298,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:299,299,1,student-mat:dataset-version:1:source-row:299,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:300,300,1,student-mat:dataset-version:1:source-row:300,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:301,301,1,student-mat:dataset-version:1:source-row:301,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:302,302,1,student-mat:dataset-version:1:source-row:302,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:303,303,1,student-mat:dataset-version:1:source-row:303,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:304,304,1,student-mat:dataset-version:1:source-row:304,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:305,305,1,student-mat:dataset-version:1:source-row:305,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:310,310,1,student-mat:dataset-version:1:source-row:310,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:311,311,1,student-mat:dataset-version:1:source-row:311,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:312,312,1,student-mat:dataset-version:1:source-row:312,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:313,313,1,student-mat:dataset-version:1:source-row:313,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:314,314,1,student-mat:dataset-version:1:source-row:314,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:315,315,1,student-mat:dataset-version:1:source-row:315,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:316,316,1,student-mat:dataset-version:1:source-row:316,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:318,318,1,student-mat:dataset-version:1:source-row:318,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:319,319,1,student-mat:dataset-version:1:source-row:319,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:320,320,1,student-mat:dataset-version:1:source-row:320,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:323,323,1,student-mat:dataset-version:1:source-row:323,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:325,325,1,student-mat:dataset-version:1:source-row:325,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:326,326,1,student-mat:dataset-version:1:source-row:326,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:327,327,1,student-mat:dataset-version:1:source-row:327,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:328,328,1,student-mat:dataset-version:1:source-row:328,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:330,330,1,student-mat:dataset-version:1:source-row:330,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:331,331,1,student-mat:dataset-version:1:source-row:331,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:334,334,1,student-mat:dataset-version:1:source-row:334,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:335,335,1,student-mat:dataset-version:1:source-row:335,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:336,336,1,student-mat:dataset-version:1:source-row:336,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:339,339,1,student-mat:dataset-version:1:source-row:339,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:340,340,1,student-mat:dataset-version:1:source-row:340,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:342,342,1,student-mat:dataset-version:1:source-row:342,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:343,343,1,student-mat:dataset-version:1:source-row:343,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:344,344,1,student-mat:dataset-version:1:source-row:344,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:345,345,1,student-mat:dataset-version:1:source-row:345,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:347,347,1,student-mat:dataset-version:1:source-row:347,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:348,348,1,student-mat:dataset-version:1:source-row:348,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:350,350,1,student-mat:dataset-version:1:source-row:350,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:351,351,1,student-mat:dataset-version:1:source-row:351,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:352,352,1,student-mat:dataset-version:1:source-row:352,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:353,353,1,student-mat:dataset-version:1:source-row:353,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:356,356,1,student-mat:dataset-version:1:source-row:356,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:357,357,1,student-mat:dataset-version:1:source-row:357,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:360,360,1,student-mat:dataset-version:1:source-row:360,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:361,361,1,student-mat:dataset-version:1:source-row:361,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:362,362,1,student-mat:dataset-version:1:source-row:362,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:364,364,1,student-mat:dataset-version:1:source-row:364,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:365,365,1,student-mat:dataset-version:1:source-row:365,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:367,367,1,student-mat:dataset-version:1:source-row:367,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:368,368,1,student-mat:dataset-version:1:source-row:368,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:371,371,1,student-mat:dataset-version:1:source-row:371,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:373,373,1,student-mat:dataset-version:1:source-row:373,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:374,374,1,student-mat:dataset-version:1:source-row:374,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:375,375,1,student-mat:dataset-version:1:source-row:375,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:376,376,1,student-mat:dataset-version:1:source-row:376,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:377,377,1,student-mat:dataset-version:1:source-row:377,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:378,378,1,student-mat:dataset-version:1:source-row:378,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:379,379,1,student-mat:dataset-version:1:source-row:379,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:381,381,1,student-mat:dataset-version:1:source-row:381,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:382,382,1,student-mat:dataset-version:1:source-row:382,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:384,384,1,student-mat:dataset-version:1:source-row:384,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:385,385,1,student-mat:dataset-version:1:source-row:385,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:387,387,1,student-mat:dataset-version:1:source-row:387,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:388,388,1,student-mat:dataset-version:1:source-row:388,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:389,389,1,student-mat:dataset-version:1:source-row:389,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:392,392,1,student-mat:dataset-version:1:source-row:392,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:3,3,1,student-mat:dataset-version:1:source-row:3,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:14,14,1,student-mat:dataset-version:1:source-row:14,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:15,15,1,student-mat:dataset-version:1:source-row:15,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:24,24,1,student-mat:dataset-version:1:source-row:24,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:25,25,1,student-mat:dataset-version:1:source-row:25,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:31,31,1,student-mat:dataset-version:1:source-row:31,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:45,45,1,student-mat:dataset-version:1:source-row:45,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:47,47,1,student-mat:dataset-version:1:source-row:47,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:48,48,1,student-mat:dataset-version:1:source-row:48,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:51,51,1,student-mat:dataset-version:1:source-row:51,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:66,66,1,student-mat:dataset-version:1:source-row:66,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:77,77,1,student-mat:dataset-version:1:source-row:77,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:83,83,1,student-mat:dataset-version:1:source-row:83,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:98,98,1,student-mat:dataset-version:1:source-row:98,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:106,106,1,student-mat:dataset-version:1:source-row:106,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:111,111,1,student-mat:dataset-version:1:source-row:111,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:112,112,1,student-mat:dataset-version:1:source-row:112,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:117,117,1,student-mat:dataset-version:1:source-row:117,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:127,127,1,student-mat:dataset-version:1:source-row:127,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:131,131,1,student-mat:dataset-version:1:source-row:131,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:147,147,1,student-mat:dataset-version:1:source-row:147,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:153,153,1,student-mat:dataset-version:1:source-row:153,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:154,154,1,student-mat:dataset-version:1:source-row:154,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:155,155,1,student-mat:dataset-version:1:source-row:155,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:158,158,1,student-mat:dataset-version:1:source-row:158,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:159,159,1,student-mat:dataset-version:1:source-row:159,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:174,174,1,student-mat:dataset-version:1:source-row:174,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:186,186,1,student-mat:dataset-version:1:source-row:186,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:200,200,1,student-mat:dataset-version:1:source-row:200,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:201,201,1,student-mat:dataset-version:1:source-row:201,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:202,202,1,student-mat:dataset-version:1:source-row:202,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:203,203,1,student-mat:dataset-version:1:source-row:203,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:207,207,1,student-mat:dataset-version:1:source-row:207,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:208,208,1,student-mat:dataset-version:1:source-row:208,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:231,231,1,student-mat:dataset-version:1:source-row:231,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:233,233,1,student-mat:dataset-version:1:source-row:233,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:236,236,1,student-mat:dataset-version:1:source-row:236,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:239,239,1,student-mat:dataset-version:1:source-row:239,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:240,240,1,student-mat:dataset-version:1:source-row:240,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:242,242,1,student-mat:dataset-version:1:source-row:242,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:243,243,1,student-mat:dataset-version:1:source-row:243,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:247,247,1,student-mat:dataset-version:1:source-row:247,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:252,252,1,student-mat:dataset-version:1:source-row:252,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:262,262,1,student-mat:dataset-version:1:source-row:262,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:264,264,1,student-mat:dataset-version:1:source-row:264,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:268,268,1,student-mat:dataset-version:1:source-row:268,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:269,269,1,student-mat:dataset-version:1:source-row:269,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:272,272,1,student-mat:dataset-version:1:source-row:272,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:277,277,1,student-mat:dataset-version:1:source-row:277,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:289,289,1,student-mat:dataset-version:1:source-row:289,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:292,292,1,student-mat:dataset-version:1:source-row:292,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:297,297,1,student-mat:dataset-version:1:source-row:297,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:306,306,1,student-mat:dataset-version:1:source-row:306,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:308,308,1,student-mat:dataset-version:1:source-row:308,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:341,341,1,student-mat:dataset-version:1:source-row:341,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:346,346,1,student-mat:dataset-version:1:source-row:346,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:349,349,1,student-mat:dataset-version:1:source-row:349,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:359,359,1,student-mat:dataset-version:1:source-row:359,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:366,366,1,student-mat:dataset-version:1:source-row:366,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:369,369,1,student-mat:dataset-version:1:source-row:369,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:372,372,1,student-mat:dataset-version:1:source-row:372,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:386,386,1,student-mat:dataset-version:1:source-row:386,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:390,390,1,student-mat:dataset-version:1:source-row:390,2,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:0,0,1,student-mat:dataset-version:1:source-row:0,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:3,3,1,student-mat:dataset-version:1:source-row:3,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:4,4,1,student-mat:dataset-version:1:source-row:4,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:5,5,1,student-mat:dataset-version:1:source-row:5,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:6,6,1,student-mat:dataset-version:1:source-row:6,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:8,8,1,student-mat:dataset-version:1:source-row:8,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:11,11,1,student-mat:dataset-version:1:source-row:11,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:13,13,1,student-mat:dataset-version:1:source-row:13,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:14,14,1,student-mat:dataset-version:1:source-row:14,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:15,15,1,student-mat:dataset-version:1:source-row:15,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:21,21,1,student-mat:dataset-version:1:source-row:21,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:23,23,1,student-mat:dataset-version:1:source-row:23,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:24,24,1,student-mat:dataset-version:1:source-row:24,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:25,25,1,student-mat:dataset-version:1:source-row:25,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:26,26,1,student-mat:dataset-version:1:source-row:26,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:27,27,1,student-mat:dataset-version:1:source-row:27,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:31,31,1,student-mat:dataset-version:1:source-row:31,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:32,32,1,student-mat:dataset-version:1:source-row:32,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:33,33,1,student-mat:dataset-version:1:source-row:33,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:34,34,1,student-mat:dataset-version:1:source-row:34,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:35,35,1,student-mat:dataset-version:1:source-row:35,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:36,36,1,student-mat:dataset-version:1:source-row:36,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:37,37,1,student-mat:dataset-version:1:source-row:37,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:39,39,1,student-mat:dataset-version:1:source-row:39,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:40,40,1,student-mat:dataset-version:1:source-row:40,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:41,41,1,student-mat:dataset-version:1:source-row:41,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:42,42,1,student-mat:dataset-version:1:source-row:42,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:43,43,1,student-mat:dataset-version:1:source-row:43,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:44,44,1,student-mat:dataset-version:1:source-row:44,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:45,45,1,student-mat:dataset-version:1:source-row:45,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:47,47,1,student-mat:dataset-version:1:source-row:47,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:48,48,1,student-mat:dataset-version:1:source-row:48,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:49,49,1,student-mat:dataset-version:1:source-row:49,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:50,50,1,student-mat:dataset-version:1:source-row:50,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:51,51,1,student-mat:dataset-version:1:source-row:51,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:58,58,1,student-mat:dataset-version:1:source-row:58,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:60,60,1,student-mat:dataset-version:1:source-row:60,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:61,61,1,student-mat:dataset-version:1:source-row:61,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:62,62,1,student-mat:dataset-version:1:source-row:62,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:63,63,1,student-mat:dataset-version:1:source-row:63,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:64,64,1,student-mat:dataset-version:1:source-row:64,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:65,65,1,student-mat:dataset-version:1:source-row:65,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:66,66,1,student-mat:dataset-version:1:source-row:66,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:68,68,1,student-mat:dataset-version:1:source-row:68,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:70,70,1,student-mat:dataset-version:1:source-row:70,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:71,71,1,student-mat:dataset-version:1:source-row:71,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:72,72,1,student-mat:dataset-version:1:source-row:72,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:77,77,1,student-mat:dataset-version:1:source-row:77,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:78,78,1,student-mat:dataset-version:1:source-row:78,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:80,80,1,student-mat:dataset-version:1:source-row:80,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:82,82,1,student-mat:dataset-version:1:source-row:82,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:83,83,1,student-mat:dataset-version:1:source-row:83,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:84,84,1,student-mat:dataset-version:1:source-row:84,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:87,87,1,student-mat:dataset-version:1:source-row:87,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:90,90,1,student-mat:dataset-version:1:source-row:90,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:91,91,1,student-mat:dataset-version:1:source-row:91,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:93,93,1,student-mat:dataset-version:1:source-row:93,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:94,94,1,student-mat:dataset-version:1:source-row:94,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:95,95,1,student-mat:dataset-version:1:source-row:95,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:96,96,1,student-mat:dataset-version:1:source-row:96,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:98,98,1,student-mat:dataset-version:1:source-row:98,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:99,99,1,student-mat:dataset-version:1:source-row:99,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:100,100,1,student-mat:dataset-version:1:source-row:100,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:101,101,1,student-mat:dataset-version:1:source-row:101,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:103,103,1,student-mat:dataset-version:1:source-row:103,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:106,106,1,student-mat:dataset-version:1:source-row:106,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:111,111,1,student-mat:dataset-version:1:source-row:111,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:112,112,1,student-mat:dataset-version:1:source-row:112,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:113,113,1,student-mat:dataset-version:1:source-row:113,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:114,114,1,student-mat:dataset-version:1:source-row:114,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:117,117,1,student-mat:dataset-version:1:source-row:117,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:119,119,1,student-mat:dataset-version:1:source-row:119,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:120,120,1,student-mat:dataset-version:1:source-row:120,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:121,121,1,student-mat:dataset-version:1:source-row:121,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:122,122,1,student-mat:dataset-version:1:source-row:122,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:123,123,1,student-mat:dataset-version:1:source-row:123,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:127,127,1,student-mat:dataset-version:1:source-row:127,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:130,130,1,student-mat:dataset-version:1:source-row:130,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:131,131,1,student-mat:dataset-version:1:source-row:131,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:133,133,1,student-mat:dataset-version:1:source-row:133,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:134,134,1,student-mat:dataset-version:1:source-row:134,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:135,135,1,student-mat:dataset-version:1:source-row:135,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:137,137,1,student-mat:dataset-version:1:source-row:137,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:138,138,1,student-mat:dataset-version:1:source-row:138,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:139,139,1,student-mat:dataset-version:1:source-row:139,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:140,140,1,student-mat:dataset-version:1:source-row:140,3,train,,42,G3_3class
student-mat:dataset-version:1:source-row:141,141,1,student-mat:dataset-version:1:source-row:141,3,train,,42,G3_3class
